incident_id,date,time,province,district,road_type,latitude,longitude,weather,visibility_meters,temperature_c,wind_speed_kmh,lighting,road_condition,surface_material,number_of_lanes,speed_limit_kmh,road_curvature,road_gradient,median_type,shoulder_available,num_vehicles,vehicle_types,vehicle_avg_age_years,overloading_detected,driver_age,helmet_usage,seatbelt_usage,mobile_phone_suspected,alcohol_drug_suspected,speed_at_impact_kmh,evasive_action,accident_cause,collision_type,impact_point,num_collisions,traffic_volume_per_hour,peak_off_peak,distance_to_hospital_km,expected_response_min,fatalities,serious_injuries,minor_injuries,property_damage_level,severity
PK-2024-04166,2024-03-03,12:10,Punjab,Sargodha,Rural,29.8375,74.97,Fog,534,21.3,2.0,Daylight,Wet,Asphalt,1,100,Straight,Flat,Physical,No,4,Truck;Motorcycle;Motorcycle;Motorcycle,14.8,No,16,No,No,No,No,115,None,Mechanical Failure,Side-swipe,Front,2,1353,Off-peak,1.4,7.7,0,2,2,Severe,High
PK-2024-04167,2024-08-05,14:21,Punjab,Lahore,Rural,30.4162,73.9357,Clear,358,21.8,23.8,Daylight,Construction,Asphalt,6,60,Hairpin,Uphill,Physical,Yes,2,Motorcycle;Car,8.9,No,16,Yes,Yes,Yes,No,60,None,Human Error,Head-on,Rear,1,1072,Off-peak,0.6,7.2,0,1,2,Moderate,Medium
PK-2024-04168,2024-04-22,00:19,Sindh,Larkana,Urban,24.8416,67.3202,Rain,579,26.3,10.5,Tunnel,Potholed,Concrete,4,100,Hairpin,Flat,Painted,Yes,2,Motorcycle;Motorcycle,4.5,No,43,Yes,Yes,No,No,105,Braking,Human Error,Fixed-object,Front,1,1543,Off-peak,2.1,4.9,0,0,2,Moderate,Medium
PK-2024-04169,2024-01-08,01:36,Punjab,Gujranwala,Urban,30.9876,72.6364,Rain,318,32.9,2.9,Daylight,Dry,Concrete,3,80,Gentle,Flat,None,Yes,5,Motorcycle;Car;Motorcycle;Motorcycle;Car,16.1,Yes,37,No,Not Applicable,No,No,100,None,Weather,Rollover,Rear,2,472,Off-peak,24.8,40.1,3,2,2,Severe,Critical
PK-2024-04170,2024-09-12,05:11,Sindh,Nawabshah,Residential,25.0863,68.7634,Haze,1130,44.8,15.1,Street-lit,Dry,Asphalt,2,50,Straight,Downhill,Physical,No,2,Auto-rickshaw;Motorcycle,18.1,No,37,No,Yes,No,Yes,70,None,Human Error,Fixed-object,Rear,1,1072,Off-peak,0.9,6.1,0,0,2,None,Low
PK-2024-04171,2024-09-12,01:28,Punjab,Gujranwala,Rural,30.1349,74.691,Cloudy,1500,16.1,43.3,Dawn-Dusk,Wet,Asphalt,2,100,Straight,Flat,Painted,No,2,Truck;Auto-rickshaw,10.8,No,34,No,Partial,No,No,110,None,Mobile Phone,Rollover,Roof,1,656,Off-peak,1.2,8.3,1,4,3,Total,Critical
PK-2024-04172,2024-12-22,19:46,Balochistan,Quetta,Rural,29.1727,65.5548,Cloudy,1500,22.5,5.3,Street-lit,Wet,Asphalt,2,80,Straight,Downhill,None,Yes,1,Motorcycle,5.5,No,53,Partial,Yes,Yes,No,80,None,Human Error,Rear-end,Front,1,1836,Peak,14.3,19.2,0,0,2,None,Low
PK-2024-04173,2024-09-16,01:08,Punjab,Faisalabad,Urban,29.8604,72.0118,Cloudy,198,50.0,50.6,Street-lit,Dry,Asphalt,3,60,Gentle,Flat,Physical,No,3,Motorcycle;Car;Motorcycle,15.7,No,37,No,Not Applicable,Yes,No,50,Swerving,Weather,Head-on,Front,2,353,Off-peak,6.7,14.5,0,0,3,Moderate,Medium
PK-2024-04174,2024-03-17,16:09,Balochistan,Gwadar,Urban,28.3109,67.779,Rain,139,24.3,12.6,Street-lit,Muddy,Concrete,4,100,Straight,Flat,None,No,1,Motorcycle,18.4,No,50,No,Yes,No,No,100,Braking,Mobile Phone,Fixed-object,Rear,1,1701,Off-peak,10.5,17.9,1,1,2,Severe,High
PK-2024-04175,2024-10-18,11:57,Punjab,Multan,Residential,32.1896,73.6176,Rain,202,27.3,2.7,Dawn-Dusk,Potholed,Concrete,4,100,Straight,Flat,Painted,No,2,Car;Car,17.2,No,38,Partial,No,No,Unknown,100,Braking,Speeding,Rollover,Front,1,551,Off-peak,1.1,10.9,1,2,2,Total,Critical
PK-2024-04176,2024-06-12,08:55,Punjab,Rawalpindi,Urban,31.5718,74.3118,Haze,171,28.1,25.8,Daylight,Construction,Asphalt,2,40,Gentle,Flat,Physical,No,2,Bus;Auto-rickshaw,14.6,No,26,No,No,No,No,45,Braking,Weather,Multi-vehicle pileup,Side,2,1623,Off-peak,9.9,15.3,0,2,2,Moderate,Medium
PK-2024-04177,2024-10-25,19:17,Punjab,Faisalabad,Highway,29.6705,74.8815,Cloudy,691,27.9,8.1,Unlit,Wet,Asphalt,4,100,Straight,Flat,Painted,Yes,2,Car;Car,9.8,Yes,50,No,Yes,No,No,120,None,Human Error,Head-on,Rear,1,1613,Off-peak,2.4,5.4,1,2,2,Moderate,High
PK-2024-04178,2024-08-27,16:40,Punjab,Faisalabad,Highway,31.424,72.8196,Clear,410,31.6,14.5,Unlit,Construction,Asphalt,3,40,Gentle,Flat,Physical,Yes,3,Auto-rickshaw;Motorcycle;Motorcycle,8.3,No,28,Yes,Yes,Yes,Yes,35,Braking,Mechanical Failure,Fixed-object,Side,1,163,Off-peak,4.6,10.0,0,0,2,None,Low
PK-2024-04179,2024-06-11,06:18,Punjab,Rawalpindi,Rural,29.7959,72.6588,Cloudy,87,32.9,3.9,Unlit,Dry,Dirt,2,60,Straight,Flat,Physical,Yes,3,Motorcycle;Motorcycle;Auto-rickshaw,3.7,No,28,Yes,Not Applicable,No,No,65,Braking,Wrong Side,Side-swipe,Rear,1,1129,Peak,6.4,12.0,0,0,2,None,Low
PK-2024-04180,2024-03-24,12:46,Sindh,Sukkur,Highway,24.6785,69.0572,Heavy Rain,213,14.8,7.1,Daylight,Dry,Gravel,4,50,Straight,Flat,Physical,Yes,2,Car;Motorcycle,11.1,Yes,35,Yes,Yes,Yes,No,65,Braking,Human Error,Rear-end,Front,1,336,Off-peak,4.8,12.9,0,0,0,Minor,Low
PK-2024-04181,2024-02-13,14:01,Punjab,Bahawalpur,Urban,31.9904,73.6697,Cloudy,197,15.5,4.2,Dawn-Dusk,Icy,Concrete,3,100,Hairpin,Flat,Painted,No,3,Car;Truck;Car,9.2,Yes,52,Yes,Not Applicable,Yes,Unknown,105,None,Human Error,Rear-end,Front,2,1242,Off-peak,6.2,15.4,1,1,3,Severe,High
PK-2024-04182,2024-05-27,09:40,Balochistan,Quetta,Urban,27.6581,65.6902,Clear,363,31.1,25.7,Dawn-Dusk,Dry,Asphalt,2,30,Sharp,Flat,Physical,Yes,2,Car;Car,12.3,No,40,Yes,No,No,No,35,Braking,Wrong Side,Rear-end,Roof,1,1777,Peak,1.7,8.4,0,0,0,None,Low
PK-2024-04183,2024-09-06,13:34,KPK,Swat,Residential,34.078,72.4829,Dust Storm,20,35.3,3.5,Daylight,Dry,Asphalt,4,50,Gentle,Flat,Physical,Yes,2,Motorcycle;Auto-rickshaw,3.8,No,36,No,Yes,No,No,55,Braking,Speeding,Side-swipe,Side,2,52,Peak,4.7,9.9,0,1,2,Moderate,Medium
PK-2024-04184,2024-03-15,10:13,Islamabad,Islamabad,Urban,34.815,72.7781,Fog,20,39.1,6.7,Street-lit,Wet,Asphalt,1,40,Straight,Flat,Painted,No,1,Car,6.0,No,38,No,No,No,No,40,Swerving,Weather,Rollover,Side,1,1112,Off-peak,11.0,16.3,0,2,2,Minor,Medium
PK-2024-04185,2024-04-26,04:27,Balochistan,Quetta,Urban,28.8472,67.8106,Rain,459,48.7,6.0,Daylight,Icy,Dirt,2,50,Straight,Flat,Painted,No,1,Car,3.4,No,25,Partial,Not Applicable,Yes,No,45,None,Animal Crossing,Multi-vehicle pileup,Side,2,253,Off-peak,4.7,12.3,0,0,0,None,Low
PK-2024-04186,2024-04-16,15:06,Sindh,Karachi,Highway,24.9749,68.7223,Cloudy,721,29.5,8.0,Tunnel,Potholed,Dirt,2,80,Gentle,Uphill,Painted,No,2,Auto-rickshaw;Car,7.3,No,57,Yes,Not Applicable,No,No,100,None,Speeding,Rollover,Side,1,1516,Off-peak,10.1,20.5,2,3,1,Severe,Critical
PK-2024-04187,2024-01-11,19:01,KPK,Dera Ismail Khan,Rural,34.1774,71.4307,Cloudy,250,35.6,0.2,Street-lit,Potholed,Asphalt,4,40,Gentle,Uphill,Physical,No,2,Motorcycle;Car,3.7,No,37,Partial,No,No,No,45,None,Wrong Side,Multi-vehicle pileup,Rear,2,104,Off-peak,41.0,52.7,0,3,2,Moderate,High
PK-2024-04188,2024-12-12,23:59,Balochistan,Turbat,Rural,28.2618,65.0701,Clear,1314,30.8,14.4,Street-lit,Construction,Asphalt,3,110,Gentle,Flat,None,Yes,4,Motorcycle;Motorcycle;Motorcycle;Car,17.7,Yes,28,Partial,No,No,Unknown,130,None,Human Error,Rear-end,Side,1,1729,Off-peak,24.2,32.1,0,1,3,Severe,High
PK-2024-04189,2024-01-17,11:47,Sindh,Nawabshah,Urban,25.3892,68.5956,Clear,328,46.8,17.3,Unlit,Dry,Concrete,2,50,Straight,Downhill,None,No,5,Motorcycle;Car;Motorcycle;Motorcycle;Car,14.6,No,16,No,Yes,No,No,45,Braking,Human Error,Head-on,Front,2,1734,Peak,12.7,22.1,0,0,1,Minor,Low
PK-2024-04190,2024-06-06,22:57,Punjab,Sialkot,Highway,30.5131,72.9759,Clear,1278,28.9,7.5,Unlit,Construction,Asphalt,3,110,Sharp,Flat,Physical,Yes,3,Auto-rickshaw;Car;Motorcycle,11.2,No,27,No,Not Applicable,No,No,140,None,Speeding,Multi-vehicle pileup,Front,2,1334,Peak,55.6,72.7,2,3,3,Total,Critical
PK-2024-04191,2024-11-24,04:34,Sindh,Hyderabad,Rural,24.1678,67.8894,Clear,663,18.0,36.8,Daylight,Flooding,Asphalt,4,60,Straight,Flat,Painted,No,3,Motorcycle;Auto-rickshaw;Motorcycle,13.9,Yes,41,Yes,Partial,No,No,90,Swerving,Overloading,Rear-end,Side,1,492,Peak,11.6,18.7,1,3,3,Severe,Critical
PK-2024-04192,2024-02-04,02:39,Punjab,Faisalabad,Residential,30.6863,73.9854,Cloudy,339,38.3,1.7,Dawn-Dusk,Dry,Concrete,2,110,Straight,Flat,Painted,Yes,3,Car;Motorcycle;Bicycle,10.1,No,34,Yes,No,No,No,120,Braking,Signal Violation,Rear-end,Front,1,117,Off-peak,6.3,13.6,0,0,1,None,Low
PK-2024-04193,2024-10-02,07:25,KPK,Peshawar,Rural,34.2749,72.1161,Rain,779,24.7,4.9,Dawn-Dusk,Construction,Concrete,2,60,Straight,Flat,Painted,No,2,Car;Car,16.3,No,27,Partial,Yes,No,No,70,Swerving,Human Error,Side-swipe,Rear,2,220,Off-peak,2.3,7.5,0,0,1,None,Low
PK-2024-04194,2024-07-07,21:55,KPK,Abbottabad,Urban,34.8861,70.8147,Cloudy,524,21.6,1.5,Tunnel,Dry,Asphalt,2,60,Straight,Downhill,Painted,Yes,4,Bus;Motorcycle;Car;Car,18.6,No,35,Partial,Yes,No,No,70,None,Mechanical Failure,Rear-end,Front,2,1427,Off-peak,11.8,19.4,0,0,0,Minor,Low
PK-2024-04195,2024-08-03,16:09,KPK,Abbottabad,Rural,33.2277,70.6966,Rain,1151,32.8,6.7,Street-lit,Potholed,Gravel,4,50,Straight,Uphill,Painted,Yes,2,Truck;Truck,14.4,Yes,41,Yes,Yes,No,No,45,Swerving,Speeding,Fixed-object,Front,2,948,Peak,0.5,5.8,0,0,1,Minor,Low
PK-2024-04196,2024-02-10,07:35,Sindh,Larkana,Urban,26.4649,69.1144,Clear,279,21.5,13.6,Unlit,Wet,Asphalt,2,110,Hairpin,Uphill,Physical,No,1,Motorcycle,6.4,No,36,Yes,Yes,No,Unknown,125,Braking,Signal Violation,Head-on,Side,2,1784,Peak,0.8,5.1,1,3,4,Severe,High
PK-2024-04197,2024-09-09,23:16,Punjab,Faisalabad,Rural,32.0187,72.5257,Clear,668,30.0,3.5,Dawn-Dusk,Wet,Asphalt,4,30,Straight,Flat,Physical,Yes,2,Car;Motorcycle,4.6,Yes,50,No,Not Applicable,No,No,30,Swerving,Mechanical Failure,Rear-end,Roof,1,1818,Off-peak,13.2,25.4,0,0,1,Minor,Low
PK-2024-04198,2024-02-17,13:41,Sindh,Hyderabad,Urban,26.1208,67.4856,Haze,1026,40.0,0.2,Street-lit,Dry,Dirt,1,60,Straight,Flat,None,Yes,2,Motorcycle;Motorcycle,19.6,No,29,No,Yes,No,No,70,None,Human Error,Side-swipe,Rear,1,1584,Off-peak,11.2,20.7,0,0,1,Minor,Low
PK-2024-04199,2024-07-07,18:32,Punjab,Bahawalpur,Urban,31.7895,72.4247,Cloudy,176,39.3,50.9,Street-lit,Dry,Asphalt,2,100,Straight,Flat,Physical,Yes,2,Motorcycle;Bicycle,14.9,No,38,Yes,No,No,No,90,Swerving,Signal Violation,Head-on,Roof,2,1046,Off-peak,14.3,23.3,2,3,2,Total,Critical
PK-2024-04200,2024-04-16,04:27,Punjab,Rawalpindi,Highway,32.2916,72.2336,Fog,192,26.4,14.9,Unlit,Wet,Asphalt,1,120,Sharp,Flat,Painted,No,1,Bus,9.6,No,40,No,Yes,No,No,120,None,Human Error,Pedestrian,Front,1,153,Peak,9.9,19.9,1,3,3,Total,Critical
PK-2024-04201,2024-08-27,15:54,Punjab,Bahawalpur,Urban,30.7425,74.8717,Dust Storm,881,33.9,4.1,Unlit,Dry,Asphalt,2,40,Straight,Flat,Physical,Yes,4,Truck;Car;Auto-rickshaw;Car,3.6,No,36,No,Not Applicable,No,No,45,Braking,Human Error,Multi-vehicle pileup,Rear,1,1535,Peak,2.5,10.7,0,0,3,Minor,Medium
PK-2024-04202,2024-05-05,04:08,Sindh,Nawabshah,Urban,26.6976,68.7199,Clear,428,25.3,24.2,Unlit,Icy,Concrete,6,30,Gentle,Downhill,Physical,No,3,Auto-rickshaw;Motorcycle;Motorcycle,14.1,No,51,Yes,Not Applicable,No,No,35,None,Wrong Side,Rear-end,Front,1,815,Off-peak,14.9,18.1,0,0,1,Minor,Low
PK-2024-04203,2024-12-21,19:52,Punjab,Lahore,Rural,32.3895,72.5733,Haze,182,26.6,0.3,Daylight,Muddy,Asphalt,2,110,Gentle,Flat,Painted,Yes,2,Motorcycle;Motorcycle,14.4,No,46,Partial,Yes,No,No,125,Swerving,Wrong Side,Head-on,Roof,2,1286,Off-peak,12.9,21.1,3,2,3,Total,Critical
PK-2024-04204,2024-01-23,10:07,KPK,Mardan,Highway,33.6411,72.1774,Fog,399,10.2,1.7,Street-lit,Muddy,Dirt,1,40,Straight,Uphill,Painted,No,3,Bus;Car;Car,11.7,No,27,Partial,Not Applicable,No,No,40,None,Human Error,Fixed-object,Side,1,856,Off-peak,0.5,3.3,0,0,1,None,Low
PK-2024-04205,2024-12-06,22:22,Sindh,Nawabshah,Residential,25.1782,68.0539,Rain,753,28.2,5.5,Daylight,Wet,Concrete,2,30,Sharp,Downhill,Painted,No,2,Motorcycle;Bus,3.9,Yes,27,Yes,Not Applicable,No,Unknown,25,Braking,Speeding,Side-swipe,Front,2,129,Peak,15.6,25.5,0,0,2,Minor,Low
PK-2024-04206,2024-06-05,05:46,Punjab,Sargodha,Rural,29.6954,73.0322,Haze,852,29.5,9.7,Daylight,Dry,Asphalt,3,100,Gentle,Flat,None,Yes,3,Truck;Truck;Auto-rickshaw,11.1,No,22,No,No,No,No,110,Braking,Overloading,Pedestrian,Rear,1,1655,Off-peak,1.7,6.1,0,0,1,Moderate,Medium
PK-2024-04207,2024-08-20,05:53,Punjab,Gujranwala,Urban,31.021,74.8688,Fog,217,37.7,4.6,Unlit,Potholed,Concrete,2,40,Straight,Uphill,Painted,Yes,2,Motorcycle;Car,15.4,No,50,Partial,Yes,No,Unknown,50,None,Signal Violation,Rear-end,Roof,1,273,Peak,5.5,15.8,0,0,2,Minor,Medium
PK-2024-04208,2024-07-04,18:51,Sindh,Larkana,Residential,25.6506,67.7509,Rain,246,13.7,31.9,Tunnel,Dry,Concrete,2,80,Hairpin,Downhill,None,Yes,1,Car,19.3,No,23,Yes,No,No,Yes,90,None,Mobile Phone,Rear-end,Side,3,1500,Off-peak,1.1,3.0,0,1,3,Moderate,High
PK-2024-04209,2024-10-01,16:08,Sindh,Sukkur,Residential,26.4189,68.9966,Cloudy,590,39.8,15.7,Unlit,Potholed,Dirt,4,60,Gentle,Flat,None,Yes,5,Motorcycle;Motorcycle;Auto-rickshaw;Motorcycle;Car,9.5,No,36,No,Yes,No,No,80,None,Weather,Rear-end,Front,1,453,Peak,8.8,19.4,0,0,2,Minor,Medium
PK-2024-04210,2024-05-12,01:06,Balochistan,Quetta,Residential,27.6328,66.6587,Cloudy,362,36.2,47.2,Daylight,Potholed,Gravel,4,80,Straight,Flat,Physical,Yes,2,Truck;Motorcycle,4.2,No,53,No,Yes,No,No,85,Swerving,Overloading,Rollover,Front,1,441,Peak,8.2,10.1,0,3,4,Moderate,High
PK-2024-04211,2024-01-17,04:29,KPK,Dera Ismail Khan,Urban,34.2042,71.3182,Fog,213,35.6,12.2,Dawn-Dusk,Dry,Concrete,2,50,Straight,Flat,None,No,2,Auto-rickshaw;Auto-rickshaw,17.0,No,32,Partial,Yes,No,Unknown,70,Braking,Signal Violation,Head-on,Side,1,556,Peak,4.3,12.8,0,1,3,Minor,Medium
PK-2024-04212,2024-07-04,02:00,Punjab,Faisalabad,Highway,32.4166,74.3724,Cloudy,166,38.0,12.9,Street-lit,Potholed,Asphalt,2,50,Sharp,Flat,Painted,Yes,2,Motorcycle;Motorcycle,14.1,No,19,Yes,Not Applicable,Yes,No,60,Braking,Speeding,Side-swipe,Front,2,854,Peak,2.8,7.4,0,0,2,Moderate,Medium
PK-2024-04213,2024-08-05,10:18,Punjab,Sialkot,Rural,30.0275,73.247,Rain,1500,32.1,13.3,Street-lit,Potholed,Asphalt,4,120,Hairpin,Flat,None,No,3,Car;Motorcycle;Motorcycle,15.9,No,29,Yes,Not Applicable,Yes,No,140,Braking,Wrong Side,Side-swipe,Rear,1,577,Peak,27.6,42.3,0,2,3,Moderate,High
PK-2024-04214,2024-11-05,20:45,Punjab,Multan,Residential,31.3575,72.6316,Rain,795,36.8,8.9,Tunnel,Flooding,Asphalt,2,110,Sharp,Uphill,Painted,No,4,Motorcycle;Car;Motorcycle;Car,3.7,No,45,No,Yes,No,No,120,Braking,Human Error,Rear-end,Front,1,1475,Off-peak,5.4,13.5,0,2,2,Severe,High
PK-2024-04215,2024-07-09,13:43,Balochistan,Turbat,Highway,30.3782,66.4732,Clear,283,22.2,2.7,Daylight,Wet,Concrete,3,110,Gentle,Flat,None,No,2,Motorcycle;Truck,3.1,No,40,Yes,Yes,No,No,120,None,Signal Violation,Side-swipe,Front,1,1606,Off-peak,0.5,5.5,0,0,0,None,Low
PK-2024-04216,2024-08-20,00:58,Punjab,Sialkot,Rural,29.7212,72.8274,Clear,1500,29.5,6.2,Street-lit,Icy,Concrete,1,50,Sharp,Uphill,None,No,2,Motorcycle;Motorcycle,6.1,No,49,Yes,Yes,No,No,65,Braking,Weather,Head-on,Side,2,1454,Peak,39.1,56.4,0,0,1,Minor,Medium
PK-2024-04217,2024-05-12,04:32,Sindh,Karachi,Residential,26.7818,66.7671,Fog,604,28.7,3.4,Dawn-Dusk,Dry,Asphalt,2,60,Gentle,Downhill,Painted,No,4,Bus;Car;Auto-rickshaw;Auto-rickshaw,8.6,No,31,No,No,No,No,65,Braking,Weather,Rollover,Side,1,1573,Off-peak,13.3,23.8,0,1,1,Moderate,Medium
PK-2024-04218,2024-01-24,20:37,KPK,Abbottabad,Rural,33.7518,71.2962,Clear,117,19.1,0.7,Dawn-Dusk,Muddy,Asphalt,3,50,Straight,Flat,Physical,Yes,2,Bicycle;Motorcycle,3.6,No,17,Yes,Yes,No,No,45,None,Speeding,Rear-end,Rear,1,797,Peak,1.6,6.7,0,2,2,Moderate,Medium
PK-2024-04219,2024-05-04,05:39,KPK,Mardan,Residential,32.594,72.7594,Haze,252,17.1,1.4,Daylight,Wet,Concrete,3,50,Straight,Flat,Physical,Yes,3,Motorcycle;Auto-rickshaw;Motorcycle,9.8,No,22,Yes,No,No,No,55,None,Speeding,Rear-end,Rear,1,147,Peak,33.0,48.4,0,0,0,None,Low
PK-2024-04220,2024-04-22,23:46,Punjab,Rawalpindi,Urban,31.1856,73.2975,Clear,1251,20.4,19.7,Unlit,Wet,Gravel,2,120,Straight,Downhill,Physical,Yes,2,Motorcycle;Car,17.4,No,23,Yes,Yes,No,Unknown,135,None,Weather,Side-swipe,Front,1,918,Off-peak,1.4,7.4,0,2,3,Minor,Medium
PK-2024-04221,2024-09-18,00:33,Islamabad,Islamabad,Highway,34.9743,72.4858,Haze,62,29.7,27.7,Daylight,Dry,Asphalt,4,60,Hairpin,Flat,Painted,Yes,5,Auto-rickshaw;Motorcycle;Car;Motorcycle;Motorcycle,15.7,No,36,No,Yes,No,Yes,80,None,Signal Violation,Side-swipe,Rear,2,71,Off-peak,7.3,16.4,0,2,4,Severe,High
PK-2024-04222,2024-06-20,19:53,Balochistan,Turbat,Highway,29.9693,66.8908,Heavy Rain,241,19.4,2.7,Street-lit,Wet,Dirt,2,80,Gentle,Flat,Physical,Yes,2,Auto-rickshaw;Motorcycle,8.3,No,30,No,No,No,No,110,Swerving,Signal Violation,Side-swipe,Front,1,1448,Off-peak,9.6,18.4,1,4,2,Severe,Critical
PK-2024-04223,2024-03-21,03:09,Punjab,Multan,Residential,32.4959,73.7404,Clear,243,35.1,2.0,Daylight,Dry,Asphalt,4,60,Straight,Uphill,None,No,5,Car;Motorcycle;Car;Car;Car,11.1,No,32,No,Partial,No,Yes,70,None,Animal Crossing,Rear-end,Roof,2,1561,Peak,32.1,44.2,0,0,1,Minor,Low
PK-2024-04224,2024-07-05,14:00,Punjab,Sialkot,Highway,31.1542,74.027,Clear,61,32.4,21.5,Daylight,Dry,Asphalt,2,50,Hairpin,Flat,None,No,3,Motorcycle;Car;Motorcycle,14.8,No,40,Yes,Yes,No,No,80,Braking,Human Error,Head-on,Rear,1,577,Peak,11.6,16.9,0,2,3,Severe,High
PK-2024-04225,2024-01-26,20:50,Sindh,Karachi,Residential,25.5671,67.1017,Rain,1500,39.6,58.6,Unlit,Muddy,Concrete,6,50,Straight,Uphill,Painted,Yes,3,Auto-rickshaw;Motorcycle;Truck,18.0,No,20,Partial,Yes,No,Unknown,90,Braking,Human Error,Fixed-object,Roof,1,1129,Off-peak,2.4,9.2,2,3,2,Total,Critical
PK-2024-04226,2024-01-10,07:02,Punjab,Rawalpindi,Rural,31.4778,72.4701,Clear,143,41.4,6.5,Unlit,Potholed,Asphalt,2,100,Straight,Downhill,Physical,Yes,3,Bus;Car;Motorcycle,15.4,No,23,No,No,No,No,100,Braking,Overloading,Fixed-object,Rear,1,800,Peak,2.6,5.8,1,2,1,Total,Critical
PK-2024-04227,2024-03-07,18:56,Islamabad,Islamabad,Urban,32.7894,72.5102,Fog,20,28.9,3.9,Daylight,Flooding,Asphalt,2,110,Hairpin,Downhill,None,Yes,2,Car;Motorcycle,9.6,No,24,No,Yes,No,No,110,Braking,Speeding,Rollover,Rear,2,1870,Off-peak,6.3,14.3,1,3,3,Severe,Critical
PK-2024-04228,2024-11-10,17:13,Balochistan,Khuzdar,Residential,29.9672,65.6861,Clear,57,36.1,18.2,Daylight,Potholed,Asphalt,4,120,Straight,Flat,Physical,No,4,Car;Motorcycle;Motorcycle;Car,8.0,No,42,No,Not Applicable,No,No,140,None,Signal Violation,Side-swipe,Side,2,443,Off-peak,53.6,73.1,0,2,4,Moderate,High
PK-2024-04229,2024-09-02,04:23,Sindh,Nawabshah,Urban,24.0715,68.9971,Dust Storm,126,20.5,1.6,Unlit,Wet,Dirt,6,80,Hairpin,Flat,None,Yes,1,Car,12.6,No,43,No,Yes,No,No,80,Swerving,Speeding,Multi-vehicle pileup,Side,1,566,Off-peak,3.7,14.0,3,3,1,Severe,Critical
PK-2024-04230,2024-10-06,14:33,Punjab,Multan,Rural,30.5083,74.2862,Clear,551,22.6,5.5,Daylight,Icy,Dirt,4,100,Straight,Flat,Physical,No,2,Car;Motorcycle,17.6,No,32,Yes,No,No,No,140,None,Human Error,Side-swipe,Side,1,264,Off-peak,19.9,24.9,0,2,3,Moderate,High
PK-2024-04231,2024-11-03,09:10,KPK,Abbottabad,Residential,33.5868,70.4161,Dust Storm,1500,33.1,11.2,Unlit,Icy,Asphalt,1,60,Straight,Flat,None,No,1,Truck,5.5,No,33,No,Yes,No,No,60,Braking,Signal Violation,Multi-vehicle pileup,Rear,1,1025,Off-peak,36.1,48.6,2,4,3,Severe,Critical
PK-2024-04232,2024-09-27,03:20,Punjab,Multan,Urban,32.0699,73.9397,Cloudy,306,6.3,1.7,Street-lit,Wet,Asphalt,3,50,Straight,Uphill,Physical,No,3,Motorcycle;Auto-rickshaw;Motorcycle,19.6,No,49,No,Not Applicable,No,Unknown,50,None,Mobile Phone,Rear-end,Front,1,1630,Peak,13.0,19.5,0,0,2,Minor,Low
PK-2024-04233,2024-06-17,19:03,Punjab,Lahore,Urban,30.8625,72.701,Fog,575,31.0,4.5,Daylight,Icy,Concrete,2,40,Straight,Flat,Physical,Yes,3,Motorcycle;Auto-rickshaw;Motorcycle,2.6,No,48,Partial,Yes,No,No,30,None,Weather,Fixed-object,Front,1,1720,Peak,9.7,16.8,0,0,0,Minor,Low
PK-2024-04234,2024-07-15,07:45,Punjab,Sargodha,Rural,31.5123,73.1317,Clear,366,25.0,2.6,Unlit,Wet,Asphalt,4,110,Straight,Flat,None,No,2,Motorcycle;Car,15.0,No,27,No,Not Applicable,No,Unknown,125,None,Wrong Side,Fixed-object,Side,1,1299,Off-peak,40.5,54.0,0,3,3,Severe,High
PK-2024-04235,2024-09-13,22:04,KPK,Swat,Urban,33.384,70.8604,Fog,344,30.8,0.8,Daylight,Potholed,Dirt,2,50,Gentle,Flat,Physical,Yes,5,Car;Bus;Car;Car;Motorcycle,18.1,No,16,No,No,No,No,50,None,Mobile Phone,Rear-end,Side,2,1034,Off-peak,1.0,6.8,0,2,4,Severe,High
PK-2024-04236,2024-10-11,23:32,Punjab,Multan,Urban,29.6303,73.5824,Haze,697,34.7,5.8,Street-lit,Dry,Gravel,2,80,Straight,Flat,Painted,No,2,Auto-rickshaw;Truck,10.7,No,33,Yes,Partial,Yes,No,80,None,Signal Violation,Rollover,Side,1,573,Peak,2.6,8.7,0,0,0,Minor,Low
PK-2024-04237,2024-03-16,01:47,Punjab,Bahawalpur,Rural,31.2944,72.5076,Fog,426,43.3,6.1,Dawn-Dusk,Flooding,Dirt,2,60,Sharp,Flat,Painted,Yes,2,Motorcycle;Car,9.4,No,37,Partial,Yes,Yes,No,50,None,Mechanical Failure,Rear-end,Front,1,995,Off-peak,11.4,20.0,1,2,3,Severe,High
PK-2024-04238,2024-02-21,19:37,Islamabad,Islamabad,Highway,34.9941,73.5829,Haze,241,32.0,1.3,Tunnel,Dry,Asphalt,2,60,Straight,Downhill,Painted,Yes,1,Car,3.9,No,48,Yes,Yes,No,No,60,Braking,Weather,Head-on,Roof,1,525,Off-peak,1.8,7.3,0,0,1,Minor,Low
PK-2024-04239,2024-11-13,13:23,Punjab,Lahore,Residential,30.3163,72.1461,Cloudy,673,32.2,4.6,Street-lit,Potholed,Asphalt,2,120,Gentle,Flat,Painted,No,2,Car;Car,17.3,Yes,24,Partial,Yes,No,No,120,None,Human Error,Rear-end,Side,2,599,Off-peak,42.5,58.4,0,0,1,Minor,Medium
